Farmer ID,Technology Adoption Level,Crop Yield,Labor Hours,Financial Investment in Technology,Perceived Well-being,Environmental Impact Metrics,Tech_Level_Encoded,Wellbeing_Class,Yield_Category
F06982,Partial,2.84136791904496,-0.6889788824015123,-0.5063636202287367,2.0,-0.09912262416520097,1.0,Low,Low
F02070,Partial,3.33996132642065,1.42251983121371,-0.4246872576075241,9.0,1.0498021069374706,1.0,High,Medium
F09553,Partial,2.33875554751964,-0.07267817219428749,-0.2294356005176843,7.0,-0.9809927789578465,1.0,Moderate,Low
F10458,Partial,3.92805874765116,1.5676220735808903,2.318426355874075,8.0,1.6048874821942454,1.0,High,High
F01944,Partial,4.85275903061476,-0.3654791304488259,0.9255857438443006,10.0,0.562184130212801,1.0,High,High
F04190,Partial,2.36947954396703,-0.01951475174195605,-0.24073457201258475,2.0,1.0319202917039056,1.0,Low,Low
F02626,Full,3.52166541170356,0.3446694204970298,-0.13473138073860028,2.0,1.6799433885208823,2.0,Low,Medium
F05133,None,3.787919621246,-1.6191926091935063,1.1128324514175632,8.0,-0.4934872254246702,0.0,High,Medium
F01938,Full,3.23742434068437,1.1187121422537671,-0.38715332370812344,8.0,-1.6079191887461248,2.0,High,Medium
F04956,Partial,3.87574688171965,-1.647174550935764,-0.11618590430197574,1.0,1.0706084596977963,1.0,Low,High
F06304,Partial,6.32416700940272,1.6664954243162247,0.20189063871529914,3.0,1.591682121628063,1.0,Low,High
F10654,Partial,2.84424873936086,1.9871257034535998,-0.4843755307455536,5.0,0.043737401752852026,1.0,Moderate,Low
F03817,Partial,4.41926109168129,-1.5918455979180703,-0.2183606146359567,9.0,0.21900573992698236,1.0,High,High
F00894,Partial,3.52166541170356,0.007540241836601714,-0.5282707493160588,10.0,1.565097397698663,1.0,High,Medium
F06285,None,3.59852602490538,0.007540241836601714,0.11474608339524611,6.0,-1.5887127340418614,0.0,Moderate,Medium
F03236,None,3.75959564669895,1.2576454346749688,-0.571001444007202,8.0,0.08043514457455982,0.0,High,Medium
F03809,None,3.48944356511914,-0.7662184186917738,-0.34972843992214236,2.0,0.8979109710891572,0.0,Low,Medium
F00488,None,2.5010636237544,-0.8590458712587393,-0.24073457201258475,4.0,-0.43655328502575874,0.0,Moderate,Low
F00678,Partial,4.24754612578645,0.007540241836601714,-0.746448395138045,7.0,-0.010665953992967842,1.0,Moderate,High
F07041,Partial,4.36382734415576,-1.8460726791854265,-0.24073457201258475,5.0,0.5537463071333445,1.0,Moderate,High
F02130,Partial,4.0080122910546,0.919634469294094,0.9963699322001385,3.0,-1.511532329370736,1.0,Low,High
F00874,Partial,3.27347252761716,0.20182625983162558,-0.24073457201258475,2.0,-0.12062409252233022,1.0,Low,Medium
F07733,None,5.60098718981311,0.34912536962286844,-0.25376408709978154,8.0,-0.010665953992967842,0.0,High,High
F08259,Partial,3.52166541170356,1.297573212759788,-0.44954572582647423,3.0,0.5968264008620401,1.0,Low,Medium
F02910,Partial,2.5322476604529,1.3183499878624372,-0.4600748425871456,6.0,-0.31721268537953656,1.0,Moderate,Low
F07042,Partial,4.09747293389676,0.015970866426937673,-0.20068945141707528,2.0,0.7522426847172624,1.0,Low,High
F07331,None,5.01539674926359,-0.2698291960146968,0.2387165556154759,4.0,-0.2207663371037462,0.0,Moderate,High
F04413,Partial,3.95132282474341,-1.0222929940365273,1.635666563893806,5.0,-0.497834800272191,1.0,Moderate,High
F08766,Full,4.72234525646797,1.1135492780395222,-0.6058334630530527,2.0,-0.010665953992967842,2.0,Low,High
F09297,Full,5.51809673283548,-0.7068288279685369,0.08509675423846497,8.0,1.7086987354573722,2.0,High,High
F03660,Full,3.97186994787667,-1.1547603990846182,0.49099119695962457,9.0,-0.6280939265191929,2.0,High,High
F00123,Partial,3.99663461497989,0.6790009924840263,-0.4051637235636576,3.0,1.7101104292411664,1.0,Low,High
F00453,Partial,3.74409844350238,0.007540241836601714,-0.6313558044615921,3.0,1.2795216816885007,1.0,Low,Medium
F05032,Partial,2.44867098197672,-1.1865318444708453,3.9471355397601493,4.0,-1.6699488100357591,1.0,Moderate,Low
F01728,Full,3.52166541170356,-1.1036889522390205,0.25386717735817815,3.0,0.9672718979928637,2.0,Low,Medium
F03478,Partial,3.52166541170356,0.7134353102035835,-0.21711563288657995,7.0,-0.9934433505715355,1.0,Moderate,Medium
F08669,None,4.34880545773144,0.007540241836601714,1.1538938359507884,5.0,0.5182639457895457,0.0,Moderate,High
F10707,Partial,4.14299315473333,0.8275418420988253,0.9579263706738709,3.0,-0.30933012424745404,1.0,Low,High
F10085,None,4.44125639666891,0.23851018178359903,0.11632184429600309,10.0,-0.10966649069306417,0.0,High,High
F01762,Full,2.95837923669081,-0.1305749200341805,-0.7135480304230751,2.0,-1.3856802715672758,2.0,Low,Low
F04755,Full,2.23346117105502,0.41517382991913465,-0.1550952496036347,3.0,0.6618071645954,2.0,Low,Low
F09485,Full,2.31880905940428,2.3591060393975547,-0.5508537382439641,8.0,-0.9375332404013987,2.0,High,Low
F03946,None,3.92903956756754,0.34401224552699555,-0.21197701169630823,9.0,0.3877296209022802,0.0,High,High
F03508,Partial,3.07407540068243,1.046657623588655,0.06380102903142473,2.0,-0.19825966648534712,1.0,Low,Low
F05926,Partial,5.59975254799598,0.8541301494217493,-0.24073457201258475,2.0,-1.1413915386792968,1.0,Low,High
F04498,None,5.48888463875485,3.2423514211467492,-0.3577338996397928,8.0,-1.4797619712661318,0.0,High,High
F07055,Partial,5.0731360220429,0.007540241836601714,-0.3951648991129543,6.0,1.4527116859131068,1.0,Moderate,High
F09776,Partial,4.00189438986062,1.7949693621005438,0.38988394585642694,2.0,1.6056548324406743,1.0,Low,High
F06976,Partial,3.52166541170356,-1.9049061042549262,-0.21831348987534074,7.0,-0.20594935704907805,1.0,Moderate,Medium
F02938,Partial,4.40305816673693,-1.123008320206385,-0.6536356425833547,2.0,-0.010665953992967842,1.0,Low,High
F03655,None,1.14408107506767,0.007540241836601714,2.3823721829595157,9.0,1.2317828925247525,0.0,High,Low
F10352,Partial,6.0612977767711,0.7694363749266228,0.4118262736028821,5.0,1.1525003080342393,1.0,Moderate,High
F07917,Partial,4.2479953986272,1.5625383510469169,1.0126805021193799,4.0,1.4248590886525798,1.0,Moderate,High
F09754,Partial,2.65956523733029,0.21181252468696365,-0.6245785635291787,6.0,1.1076683774963354,1.0,Moderate,Low
F10830,Partial,3.09108446508001,0.007540241836601714,-0.7210374460776805,10.0,1.6795601722947773,1.0,High,Low
F01878,Partial,3.52166541170356,1.0814620723778112,-0.6844861391098723,8.0,0.7633020324928756,1.0,High,Medium
F06240,Full,2.48911850341039,-0.0655986557481576,3.0084264005962513,4.0,1.3966338348988607,2.0,Moderate,Low
F04283,None,2.5620465911551,-0.9406304146002785,-0.4877645654279909,6.0,0.4741561407361068,0.0,Moderate,Low
F01837,None,2.37165842973421,1.450089112519222,-0.5151337627583605,2.0,-1.6112520831781696,0.0,Low,Low
F07307,Full,2.64888521316561,-0.29969142114621566,-0.7000512158171271,4.0,1.6868604195853476,2.0,Moderate,Low
F02508,Partial,4.04846327354057,-1.9692007626951584,-0.7167515514818111,2.0,-0.11697830374636922,1.0,Low,High
F01977,None,4.93400100373046,-0.328711228973952,-0.24073457201258475,8.0,1.4315962602339192,0.0,High,High
F08743,Partial,3.52166541170356,-1.2823926176048979,0.7386952752467713,4.0,-0.8883414370799116,1.0,Moderate,Medium
F10074,Partial,3.44738812664362,0.7267321498074084,0.3475212924168329,7.0,0.034031482612026966,1.0,Moderate,Medium
F05100,None,3.67382352524484,0.3479666442312264,0.271187794512851,2.0,-0.6164863114375063,0.0,Low,Medium
F03583,Partial,4.6120468421032,0.502933211648436,-0.6675014421247553,6.0,-0.010665953992967842,1.0,Moderate,High
F01969,Partial,3.13714437262639,1.1193699562663695,-0.24073457201258475,3.0,0.969303613777641,1.0,Low,Low
F10526,Partial,3.14769512665082,0.7705426100800012,-0.45275907119980335,8.0,-0.010665953992967842,1.0,High,Low
F02142,Partial,3.43579620504728,0.007540241836601714,0.3580596620053764,3.0,-1.4554253940175208,1.0,Low,Medium
F10748,Full,3.59743628697865,0.5045675866742176,-0.48975616542498474,4.0,-0.620026684141469,2.0,Moderate,Medium
F07640,None,4.99901206823354,0.5779591352711033,-0.24073457201258475,4.0,-1.5433326591452607,0.0,Moderate,High
F03980,Partial,4.11639429053035,-0.47781105179201183,1.1011022376805188,1.0,-0.46489974898170366,1.0,Low,High
F07471,Full,3.4474458380798,0.007540241836601714,-0.5551581979181437,4.0,1.4315391170789622,2.0,Moderate,Medium
F00911,Partial,4.37660587984217,-1.1756587407177164,-0.6339349378174026,8.0,-0.2106495602683823,1.0,High,High
F03068,Full,0.466010637854731,-1.446143719233122,-0.7000225311070739,10.0,0.5451500225340714,2.0,High,Low
F06613,None,3.04757573519095,0.27306515520557223,-0.7086922962990264,1.0,0.49654277254369855,0.0,Low,Low
F00227,Full,3.52166541170356,-1.30245760618459,-0.0029610063222016473,1.0,1.434108388749349,2.0,Low,Medium
F01908,Partial,3.52166541170356,-0.09585733479664356,-0.41224162624947064,8.0,-0.12337461590433733,1.0,High,Medium
F01362,None,3.28326821084353,-0.6843963742978015,0.81780600931732,8.0,-1.2257840895308938,0.0,High,Medium
F03163,Partial,4.26793766351653,1.7233671199763043,-0.24073457201258475,8.0,1.3744609209017984,1.0,High,High
F09903,None,2.87170150798224,0.37131480466701744,0.46090861927286064,4.0,-1.1674433462603142,0.0,Moderate,Low
F05745,None,3.07216578428212,-1.8063169895975288,-0.6139637194688441,9.0,0.0718387179814585,0.0,High,Low
F09782,Partial,3.17218468976064,1.7867067686418916,-0.6171076447130994,6.0,-0.7536202157295748,1.0,Moderate,Low
F08321,None,3.1601788316917,1.8883811759198537,0.29793434639635996,10.0,-1.5747795989261824,0.0,High,Low
F02150,Full,2.90469430230601,0.27857777899243064,-0.1629800061092053,7.0,-0.7160309311537849,2.0,Moderate,Low
F09559,Partial,3.13853567083653,1.0843998791326628,-0.5005706204872703,8.0,-0.15615467478680928,1.0,High,Low
F01419,Partial,3.09988033869886,-1.6795296995114137,-0.659245454529305,9.0,1.0762995614186361,1.0,High,Low
F09426,Partial,4.75532318953093,-1.0094396508058592,2.3141276407151152,5.0,0.15149873597591873,1.0,Moderate,High
F02132,None,3.72630420774513,-0.3879695697279136,-0.3374089608808018,6.0,0.5961274983555538,0.0,Moderate,Medium
F05637,Partial,3.52166541170356,-0.3746562871770886,-0.023174168878792985,8.0,0.7683419990683726,1.0,High,Medium
F09389,Partial,3.52166541170356,0.9857399284674772,0.06628374646485853,9.0,-1.3514366337094958,1.0,High,Medium
F01121,Full,4.43381042607499,0.007540241836601714,0.0931440230842187,6.0,-1.0691191495313142,2.0,Moderate,High
F10589,Full,3.03788403620014,-0.19762208337537202,0.01872428215134224,3.0,-1.0371404285506372,2.0,Low,Low
F03797,Partial,3.27921085020794,0.18036395587923246,-0.7167767968267408,5.0,0.5606372129122965,1.0,Moderate,Medium
F02231,Partial,3.42540732299192,0.007540241836601714,-0.24073457201258475,10.0,-0.22895298372994285,1.0,High,Medium
F03556,Partial,2.9482621481677,-1.6208805348361963,0.08703784379200946,4.0,-0.2774625629627678,1.0,Moderate,Low
F04781,None,3.10911173282761,0.9211365109120824,-0.7183905294740999,1.0,0.4940843773999207,0.0,Low,Low
F08893,Full,3.3142632365815,0.007540241836601714,-0.14571793411282,8.0,-1.1252650490216682,2.0,High,Medium
F07797,Full,5.92541259180389,1.0676888583112525,-0.09006554739385238,2.0,-0.11944047318930914,2.0,Low,High
F08790,Partial,4.37017817474677,0.987313326304258,0.7702392086869818,5.0,-1.2365545400330402,1.0,Moderate,High
F07552,Partial,2.82129586788838,0.32457973909000243,-0.24073457201258475,10.0,1.1543674928444003,1.0,High,Low
F01531,Partial,3.18902853351392,-1.1296050051382975,-0.5435274396971358,3.0,-0.776943381876667,1.0,Low,Medium
F01918,Partial,4.38444243738173,0.17568978573480562,-0.7019294367926372,6.0,-1.260329393552055,1.0,Moderate,High
F03622,None,3.42277828840157,-1.4493426357714854,-0.30259820686402394,9.0,-0.7710297983265944,0.0,High,Medium
F09455,Full,4.65012867839363,-1.3529509957495098,0.5790309365309032,2.0,0.12418595891869073,2.0,Low,High
F08293,None,3.82383926632745,-0.3076430530950618,0.10878695879688685,3.0,-0.8896506128065006,0.0,Low,Medium
F05389,Partial,2.51034071248873,-0.7788128063583603,-0.5408263434686058,4.0,-0.8299902408621541,1.0,Moderate,Low
F08024,Partial,4.10158004540217,-0.10567443818984781,-0.24073457201258475,8.0,0.26818898786052797,1.0,High,High
F01006,Partial,4.49192630988695,-1.5930073207324307,-0.24073457201258475,6.0,1.5939939289365213,1.0,Moderate,High
F08996,Partial,2.89403701605249,0.007540241836601714,0.0587229484164153,8.0,1.4049740138709748,1.0,High,Low
F03790,Full,4.26750908181729,0.5959437782706518,0.1959600178619395,4.0,-0.270699410973724,2.0,Moderate,High
F08234,Partial,3.26740076156451,0.041071759010337064,-0.6482851186061245,6.0,1.0074811613841783,1.0,Moderate,Medium
F02532,Full,3.41854401222212,-0.19520861863796835,0.4451221934973427,2.0,0.48256627824225595,2.0,Low,Medium
F02526,None,3.45350341887344,-0.440989208189695,-0.4128321853333536,5.0,-0.8336195562973617,0.0,Moderate,Medium
F03501,None,3.50053936262887,-0.4497095184712259,0.5299074917910482,9.0,-1.2592046773419714,0.0,High,Medium
F03426,Partial,2.33249917611928,-0.9619201790423342,0.4894657051015891,10.0,-0.3475199381278173,1.0,High,Low
F02812,Partial,3.6804681418312,-0.7342346698258015,-0.021354600758594914,2.0,-1.5368661613662336,1.0,Low,Medium
F06256,Partial,2.98660331922393,1.4484191188441427,0.33884508883769854,7.0,-0.24550387670161788,1.0,Moderate,Low
F06716,Partial,2.85147837049534,0.6074699052684976,-0.24073457201258475,4.0,-1.454546760937749,1.0,Moderate,Low
F01222,None,3.86992561300439,-0.38968599115455665,0.058245833236281165,6.0,-0.8593572937447223,0.0,Moderate,High
F04696,Full,3.52166541170356,0.579324403911451,-0.35032686504849625,4.0,0.046633377322445546,2.0,Moderate,Medium
F10782,Partial,3.7919658624579,1.052437502091489,0.05925112062193514,8.0,1.3047137627917926,1.0,High,Medium
F07217,Partial,3.52166541170356,-0.9382596490342551,0.21499837309674422,10.0,-0.010665953992967842,1.0,High,Medium
F07341,Full,3.51785530148217,-0.16893262329570033,1.2454634150471169,10.0,0.06366032603282107,2.0,High,Medium
F07928,Full,4.08343356915596,1.8069959056289653,-0.6848473170956564,10.0,-1.4699807244317105,2.0,High,High
F02786,None,3.35885032765719,0.2957136498847515,-0.605241024650866,8.0,0.021018136732144765,0.0,High,Medium
F04183,Partial,4.03362642481647,-0.11810759378247428,1.008901184193351,2.0,-1.0871550354696486,1.0,Low,High
F02354,Full,4.49056682744278,0.15574844012981187,-0.6375524352637678,2.0,-0.3917629786671445,2.0,Low,High
F04957,Partial,2.96283573761168,0.1013146924084677,-0.24073457201258475,7.0,-1.278663860135207,1.0,Moderate,Low
F04741,Partial,2.58821771233135,1.1139792501468007,-0.7216109817379869,7.0,-0.519734711301966,1.0,Moderate,Low
F02361,None,2.99391070880811,-0.21794549121144424,-0.5608628893162293,5.0,-1.1901250801144965,0.0,Moderate,Low
F01936,Full,3.79441897768404,-0.73738257757516,0.29801428324269724,2.0,-0.8700980652578924,2.0,Low,Medium
F09723,Partial,2.22412900009807,-0.41594159931044195,-0.43273625983435005,6.0,0.9366038086987681,1.0,Moderate,Low
F09766,None,4.69626098830687,0.4234685623331896,-0.24073457201258475,1.0,-0.4329689616347121,0.0,Low,High
F05993,Partial,3.99551652414489,0.007540241836601714,-0.5498688107538802,1.0,0.47498487237496106,1.0,Low,High
F07444,Partial,2.41889065217588,0.02899126285064225,-0.16014490593111616,4.0,1.0086578714622036,1.0,Moderate,Low
F04895,Partial,3.60454224554921,0.5627381226407162,4.0312333542070355,9.0,-0.20539699468522546,1.0,High,Medium
F01922,None,2.83495408199688,-0.8707394753706791,-0.1668655843779374,3.0,-1.4711378051997768,0.0,Low,Low
F05615,Partial,3.56747002525722,0.007540241836601714,-0.6812875370416721,4.0,-0.8911050332052199,1.0,Moderate,Medium
F07249,None,3.34965163371373,0.012288743076864655,-0.6731304420518112,9.0,1.0713267155890454,0.0,High,Medium
F00519,Full,1.01254324129387,-2.484708402273713,-0.4264688197816692,9.0,-1.4986172443617558,2.0,High,Low
F08514,Partial,2.81452714731158,1.4570041350042615,-0.5613031963496692,6.0,1.4032881302566453,1.0,Moderate,Low
F01702,Partial,4.44988906824929,-1.664720388952686,0.6659938679343196,1.0,0.9800514553965398,1.0,Low,High
F08139,Partial,1.57898686117674,1.1173559595596587,-0.007229947302344801,5.0,-0.010665953992967842,1.0,Moderate,Low
F06509,Full,3.76326548757539,-0.3285239786920106,-0.7357615712577256,10.0,1.1660243520121991,2.0,High,Medium
F06834,Full,2.13596683516068,1.7327602512389397,-0.47677071202561744,5.0,-0.8438312419655937,2.0,Moderate,Low
F01778,Partial,6.13238620467749,0.367649320435129,0.08282338734867194,7.0,-0.8955221270371916,1.0,Moderate,High
F02217,Full,1.9894539496305,-0.9909144632589804,-0.6645486658606063,6.0,-1.6641575328043907,2.0,Moderate,Low
F00811,Full,3.52166541170356,0.8680092315630918,-0.5582061068369074,3.0,-0.5004249903741645,2.0,Low,Medium
F07272,Full,3.51879619198549,-0.888939072397357,0.1573686209434253,1.0,-0.2402904810207156,2.0,Low,Medium
F00721,Full,4.21523658389123,-0.5583556550891136,-0.552675614744992,10.0,-0.3943608828163785,2.0,High,High
F08845,None,1.45283311483652,0.17045723732858095,1.0069012208769121,1.0,0.3112082234396725,0.0,Low,Low
F06142,Partial,4.65856549282232,2.058106275700064,0.6065171326306009,2.0,-0.12071273482201841,1.0,Low,High
F10249,Full,3.01155390866134,1.5980080264114955,-0.21109118115542808,2.0,-0.010665953992967842,2.0,Low,Low
F04437,Partial,5.24449554935988,0.008311784375064435,-0.7244917675821195,3.0,1.6089824718687349,1.0,Low,High
F03472,Partial,3.2371595005376,0.007540241836601714,0.1672781077780314,7.0,1.272332724781854,1.0,Moderate,Medium
F03481,None,3.08490866327467,0.2808177951028386,1.3217907252474583,2.0,0.6494728889828921,0.0,Low,Low
F09512,Partial,3.17192962963532,-0.1504684390173192,-0.5613615479743798,2.0,0.24777610831830774,1.0,Low,Low
F04635,None,4.18248920926063,0.5634875770793307,-0.7332829979291937,4.0,-0.2917473292096121,0.0,Moderate,High
F04810,Full,2.90301296895446,-0.2686754515798931,-0.6681294416914064,5.0,-0.27928260503936825,2.0,Moderate,Low
F09628,Full,2.88460767424512,0.3714497173306167,-0.24073457201258475,7.0,-1.0621073983711304,2.0,Moderate,Low
F10303,None,2.50656640086688,-0.9986294209041604,0.11896077009879363,7.0,-0.010665953992967842,0.0,Moderate,Low
F08653,None,3.61704103558126,0.007540241836601714,-0.36059538910797756,8.0,1.1368280828510569,0.0,High,Medium
F05580,Partial,3.62555852247357,1.818906427388849,-0.6072480414044577,10.0,-0.6060852677238585,1.0,High,Medium
F05906,Partial,3.81571942229652,-0.25249478009856224,1.2152937881744255,4.0,1.5185218784584102,1.0,Moderate,Medium
F06742,None,3.18334223526335,-0.5118506997750374,-0.24073457201258475,3.0,1.3089947125833357,0.0,Low,Low
F05487,None,3.93800525851872,-0.42025274292865006,-0.6829744917860684,8.0,0.38656888262019035,0.0,High,High
F00160,Partial,4.09211390028491,-2.4930216629760986,15.404263568599522,4.0,-0.23534013036070345,1.0,Moderate,High
F02570,Full,3.2422754384137,-0.8274580310391219,-0.20497265117997335,1.0,-1.296164070468359,2.0,Low,Medium
F10615,Partial,2.74567536145359,0.2836143186934126,0.03850926734918126,7.0,0.3816052588292694,1.0,Moderate,Low
F05228,Full,3.06899889416706,-0.41401208668166606,-0.14011794476569583,7.0,1.2918141351595647,2.0,Moderate,Low
F01663,Full,3.52166541170356,2.215694404200849,-0.3759336902051515,6.0,0.4982280988127848,2.0,Moderate,Medium
F09177,None,3.52166541170356,0.4996779619514336,-0.390983816679964,5.0,-0.5896440842077976,0.0,Moderate,Medium
F10042,None,3.02932685501782,-0.07527322184208633,-0.45841924255907623,5.0,1.3826154352747446,0.0,Moderate,Low
F02913,Partial,5.83301641825268,1.3137110376291554,-0.3605190634923958,4.0,-0.46639561414349945,1.0,Moderate,High
F09303,Full,3.78057496595861,0.007540241836601714,-0.7433462382569269,3.0,0.9289950847619715,2.0,Low,Medium
F05988,Full,5.67755418868077,-0.05459245751621571,-0.7110162658542393,6.0,-0.382984126870459,2.0,Moderate,High
F03098,None,3.42997022319195,0.2917774168452355,-0.24073457201258475,7.0,-0.8258988778429189,0.0,Moderate,Medium
F04379,None,3.34691626699034,0.29942756971057677,-0.5280866587617773,8.0,0.49041898170042164,0.0,High,Medium
F08366,Partial,2.53191641084617,-0.8724213743748697,-0.7470148675949925,4.0,0.056774825401430126,1.0,Moderate,Low
F08006,Partial,2.37018496973543,-0.21242591013828555,0.4893719908356103,10.0,0.6676885436676573,1.0,High,Low
F09222,Partial,3.52166541170356,1.3840148489744297,0.18715938879741903,5.0,-1.192613000438672,1.0,Moderate,Medium
F01921,Partial,4.68880624119315,0.4406244893152166,-0.34300537165011674,6.0,-0.21545275051786725,1.0,Moderate,High
F05290,Partial,3.52166541170356,0.7527372955202656,-0.5149241762652733,2.0,-1.4338596689965926,1.0,Low,Medium
F03723,Full,3.29978333350834,0.4675039899082039,0.32727739198870115,4.0,-0.7728751525188485,2.0,Moderate,Medium
F06733,Full,3.06615247664742,0.007540241836601714,-0.5001956310032504,3.0,1.0404759924327622,2.0,Low,Low
F06598,None,1.31261908502395,-0.13338178090221012,0.04339958816739079,5.0,-0.24028415344224296,0.0,Moderate,Low
F00385,Partial,3.95635597313269,-1.8307747735298856,-0.16986401652994504,10.0,1.4759521056815244,1.0,High,High
F08188,Full,3.15927922846791,-0.17383830390329552,0.4030858954012334,3.0,1.2501890354758232,2.0,Low,Low
